DISTRICT,Year,Murder,Dacoity
KUPWARA,2002,0,0
LEH,2002,0,0
POONCH,2002,0,0
PULWAMA,2002,0,0
RAILWAYS,2002,0,0
RAJOURI,2002,0,0
RAMBAN,2002,0,0
REASI,2002,0,0
SRINAGAR,2002,0,0
UDHAMPUR,2002,0,0
TOTAL,2002,0,0
BOKARO,2002,0,0
CHAIBASA,2002,0,0
CHATRA,2002,1,0
DEOGHAR,2002,0,0
DHANBAD,2002,1,0
DHANBAD RLY.,2002,0,0
DUMKA,2002,1,0
GARHWA,2002,1,0
GIRIDIH,2002,1,0
GODDA,2002,0,0
GUMLA,2002,1,0
HAZARIBAGH,2002,0,0
JAMSHEDPUR,2002,1,0
JAMSHEDPUR RLY.,2002,0,0
JAMTARA,2002,1,0
KODERMA,2002,0,0
LATEHAR,2002,0,0
LOHARDAGGA,2002,0,0
PAKUR,2002,0,0
PALAMU,2002,1,0
RANCHI,2002,1,0
SAHEBGANJ,2002,1,0
SARAIKELA,2002,0,0
SIMDEGA,2002,0,0
TOTAL,2002,11,0
BAGALKOT,2002,1,0
BANGALORE COMMR.,2002,0,0
BANGALORE RURAL,2002,0,0
BELGAUM,2002,0,0
BELLARY,2002,0,0
BIDAR,2002,0,0
BIJAPUR,2002,0,0
CHAMARAJNAGAR,2002,0,0
CHICKMAGALUR,2002,1,0
CHITRADURGA,2002,1,1
DAKSHIN KANNADA,2002,0,0
DAVANAGERE,2002,0,0
DHARWAD COMMR.,2002,0,0
DHARWAD RURAL,2002,0,0
GADAG,2002,0,0
GULBARGA,2002,2,0
HASSAN,2002,0,0
HAVERI,2002,0,0
K.G.F.,2002,0,0
KODAGU,2002,0,0
KOLAR,2002,0,0
KOPPAL,2002,0,0
MANDYA,2002,0,0
MYSORE COMMR.,2002,0,0
MYSORE RURAL,2002,0,0
RAICHUR,2002,3,0
RAILWAYS,2002,0,0
SHIMOGA,2002,0,0
TUMKUR,2002,0,0
UDUPI,2002,0,0
UTTAR KANNADA,2002,0,1
TOTAL,2002,8,2
ALAPUZHA,2002,0,0
CBCID,2002,0,0
ERNAKULAM,2002,0,0
IDUKKI,2002,0,0
KANNUR,2002,0,0
KASARGOD,2002,0,0
KOLLAM,2002,0,0
KOTTAYAM,2002,0,0
KOZHIKODE,2002,0,0
MALAPPURAM,2002,0,0
PALAKKAD,2002,1,0
PATHANAMTHITTA,2002,0,0
RAILWAYS,2002,0,0
THRISSUR,2002,0,0
TRIVANDRUM,2002,0,0
WAYANADU,2002,0,0
TOTAL,2002,1,0
BALAGHAT,2002,1,0
BARWANI,2002,0,0
BETUL,2002,2,0
BHIND,2002,1,0
BHOPAL,2002,0,0
BHOPAL RLY.,2002,0,0
CHHATARPUR,2002,0,0
CHHINDWARA,2002,0,0
DAMOH,2002,1,0
DATIYA,2002,0,0
DEWAS,2002,2,0
DHAR,2002,0,0
DINDORI,2002,1,0
GUNA,2002,0,0
GWALIOR,2002,1,0
HARDA,2002,1,0
HOSHANGABAD,2002,0,0
INDORE,2002,2,0
INDORE RLY.,2002,0,0
JABALPUR,2002,1,0
JABALPUR RLY.,2002,0,0
JHABUA,2002,1,0
KATNI,2002,1,0
KHANDWA,2002,0,0
KHARGON,2002,3,1
MANDLA,2002,1,0
MANDSAUR,2002,0,0
MORENA,2002,0,0
NARSINGHPUR,2002,1,0
NEEMUCH,2002,1,0
PANNA,2002,1,0
RAISEN,2002,0,0
RAJGARH,2002,1,0
RATLAM,2002,3,0
REWA,2002,1,0
SAGAR,2002,5,0
SATNA,2002,2,0
SEONI,2002,2,0
SHAHDOL,2002,2,0
SHAJAPUR,2002,1,0
SHEOPUR,2002,0,0
SHIVPURI,2002,2,0
SIDHI,2002,4,0
SIHORE,2002,0,0
TIKAMGARH,2002,1,0
UJJAIN,2002,3,0
UMARIYA,2002,0,0
VIDISHA,2002,0,0
TOTAL,2002,49,1
AHMEDNAGAR,2002,0,0
AKOLA,2002,0,0
AMRAVATI COMMR.,2002,0,0
AMRAVATI RURAL,2002,0,0
AURANGABAD COMMR.,2002,0,0
AURANGABAD RURAL,2002,0,0
BEED,2002,0,0
BHANDARA,2002,0,0
BULDHANA,2002,0,0
CHANDRAPUR,2002,0,0
DHULE,2002,1,0
GADCHIROLI,2002,0,0
GONDIA,2002,0,0
HINGOLI,2002,0,0
JALGAON,2002,0,0
JALNA,2002,0,0
KOLHAPUR,2002,0,0
LATUR,2002,0,0
MUMBAI,2002,0,0
MUMBAI RLY.,2002,0,0
NAGPUR COMMR.,2002,0,0
NAGPUR RLY.,2002,0,0
NAGPUR RURAL,2002,0,0
NANDED,2002,0,0
NANDURBAR,2002,1,0
NASIK COMMR.,2002,0,0
NASIK RURAL,2002,2,0
NAVI MUMBAI,2002,0,0
OSMANABAD,2002,0,0
PARBHANI,2002,0,0
PUNE COMMR.,2002,0,0
PUNE RLY.,2002,0,0
PUNE RURAL,2002,0,0
RAIGAD,2002,1,0
RATNAGIRI,2002,0,0
SANGLI,2002,0,0
SATARA,2002,0,0
SINDHUDURG,2002,0,0
SOLAPUR COMMR.,2002,0,0
SOLAPUR RURAL,2002,0,0
THANE COMMR.,2002,0,0
THANE RURAL,2002,1,0
WARDHA,2002,0,0
WASHIM,2002,0,0
YAVATMAL,2002,4,0
TOTAL,2002,10,0
BISHNUPUR,2002,0,0
CHANDEL,2002,0,0
CHURACHANDPUR,2002,0,0
IMPHAL(EAST),2002,0,0
IMPHAL(WEST),2002,0,0
SENAPATI,2002,0,0
TAMENGLONG,2002,0,0
THOUBAL,2002,0,0
UKHRUL,2002,0,0
TOTAL,2002,0,0
GARO HILLS EAST,2002,0,0
GARO HILLS SOUTH,2002,0,0
GARO HILLS WEST,2002,0,0
JAINTIA HILLS,2002,0,0
KHASI HILLS EAST,2002,0,0
KHASI HILLS WEST,2002,0,0
RI-BHOI,2002,0,0
TOTAL,2002,0,0
AIZAWL,2002,0,0
CHAMPHAI,2002,0,0
KOLASIB,2002,4,2
LAWNGTLAI,2002,0,0
LUNGLEI,2002,0,0
MAMIT,2002,0,0
SAIHA,2002,0,0
SERCHHIP,2002,0,0
TOTAL,2002,4,2
DIMAPUR,2002,0,0
KIPHIRE,2002,0,0
KOHIMA,2002,22,4
MOKOKCHUNG,2002,0,0
MON,2002,0,1
PEREN,2002,0,0
PHEK,2002,5,6
TUENSANG,2002,0,0
WOKHA,2002,3,2
ZUNHEBOTO,2002,8,0
TOTAL,2002,38,13
ANGUL,2002,0,0
BALASORE,2002,0,0
BARAGARH,2002,0,0
BERHAMPUR,2002,0,0
BHADRAK,2002,0,0
BOLANGIR,2002,0,0
BOUDH,2002,0,0
CUTTACK,2002,0,0
DEOGARH,2002,0,0
DHENKANAL,2002,0,0
GAJAPATI,2002,0,0
GANJAM,2002,0,0
JAGATSINGHPUR,2002,0,0
JAJPUR,2002,0,0
JHARSUGUDA,2002,0,0
KALAHANDI,2002,0,0
KANDHAMAL,2002,0,0
KENDRAPARA,2002,0,0
KEONJHAR,2002,1,0
KHURDA,2002,0,0
KORAPUT,2002,1,0
MALKANGIR,2002,1,0
MAYURBHANJ,2002,2,0
NAYAGARH,2002,0,0
NOWRANGPUR,2002,4,1
NUAPADA,2002,1,0
PURI,2002,0,0
RAYAGADA,2002,0,0
ROURKELA,2002,0,0
SAMBALPUR,2002,0,0
SONEPUR,2002,0,0
SRP(CUTTACK),2002,0,0
SRP(ROURKELA),2002,0,0
SUNDARGARH,2002,0,0
TOTAL,2002,10,1
AMRITSAR,2002,0,0
BARNALA,2002,0,0
BATALA,2002,0,0
BHATINDA,2002,0,0
FARIDKOT,2002,0,0
FATEHGARH SAHIB,2002,0,0
FEROZEPUR,2002,0,0
G.R.P,2002,0,0
GURDASPUR,2002,0,0
HOSHIARPUR,2002,0,0
JAGRAON,2002,0,0
JALANDHAR,2002,0,0
KAPURTHALA,2002,0,0
KHANNA,2002,0,0
LUDHIANA,2002,0,0
MAJITHA,2002,0,0
MANSA,2002,0,0
MOGA,2002,0,0
MUKTSAR,2002,0,0
NAWAN SHAHR,2002,0,0
PATIALA,2002,0,0
ROPAR,2002,0,0
SANGRUR,2002,0,0
TARN TARAN,2002,0,0
TOTAL,2002,0,0
AJMER,2002,0,0
ALWAR,2002,0,0
BANSWARA,2002,1,0
BARAN,2002,1,0
BARMER,2002,0,0
BHARATPUR,2002,0,0
BHILWARA,2002,0,0
BIKANER,2002,0,0
BUNDI,2002,0,0
CHITTORGARH,2002,0,0
CHURU,2002,0,0
DAUSA,2002,0,0
DHOLPUR,2002,0,0
DUNGARPUR,2002,0,0
G.R.P.,2002,0,0
GANGANAGAR,2002,0,0
HANUMANGARH,2002,0,0
JAIPUR,2002,1,0
JAISALMER,2002,0,0
JALORE,2002,1,0
JHALAWAR,2002,2,0
JHUNJHUNU,2002,1,0
JODHPUR,2002,0,0
KARAULI,2002,0,0
KOTA,2002,1,0
NAGAUR,2002,1,0
PALI,2002,0,0
RAJSAMAND,2002,0,0
SAWAI MADHOPUR,2002,0,0
SIKAR,2002,0,0
SIROHI,2002,0,0
TONK,2002,1,0
UDAIPUR,2002,0,0
TOTAL,2002,10,0
EAST,2002,0,0
NORTH,2002,0,0
SOUTH,2002,0,0
WEST,2002,0,0
TOTAL,2002,0,0
CHENGAI,2002,0,0
CHENNAI,2002,0,0
CHENNAI RLY.,2002,0,0
COIMBATORE RURAL,2002,0,0
COIMBATORE URBAN,2002,0,0
CUDDALORE,2002,0,0
DHARMAPURI,2002,0,0
DINDIGUL,2002,0,0
ERODE,2002,0,0
KANCHIPURAM,2002,0,0
KANYAKUMARI,2002,0,0
KARUR,2002,0,0
MADURAI RURAL,2002,0,0
MADURAI URBAN,2002,0,0
NAGAPATTINAM,2002,0,0
NAMAKKAL,2002,0,0
NILGIRIS,2002,0,0
PERAMBALUR,2002,0,0
PUDUKOTTAI,2002,0,0
RAMNATHAPURAM,2002,0,0
SALEM RURAL,2002,0,0
SALEM URBAN,2002,0,0
SIVAGANGAI,2002,0,0
THANJAVUR,2002,0,0
THENI,2002,0,0
THIRUNELVELI RURAL,2002,0,0
THIRUNELVELI URBAN,2002,0,0
THIRUVALLUR,2002,0,0
THIRUVANNAMALAI,2002,0,0
THIRUVARUR,2002,0,0
THOOTHUGUDI,2002,0,0
TRICHY RLY.,2002,0,0
TRICHY RURAL,2002,0,0
TRICHY URBAN,2002,0,0
VELLORE,2002,0,0
VILLUPURAM,2002,0,0
VIRUDHUNAGAR,2002,0,0
TOTAL,2002,0,0
DHALAI,2002,0,0
NORTH,2002,0,0
SOUTH,2002,0,0
WEST,2002,0,0
TOTAL,2002,0,0
AGRA,2002,0,0
ALIGARH,2002,0,0
ALLAHABAD,2002,1,0
AMBEDKAR NAGAR,2002,0,0
AURAIYA,2002,0,0
AZAMGARH,2002,0,0
BADAUN,2002,0,0
BAGHPAT,2002,0,0
BAHRAICH,2002,0,0
BALLIA,2002,0,0
BALRAMPUR,2002,0,0
BANDA,2002,0,0
BARABANKI,2002,0,0
BAREILLY,2002,0,0
BASTI,2002,0,0
BIJNOR,2002,0,0
BULANDSHAHAR,2002,0,0
CHANDOLI,2002,0,0
CHITRAKOOT DHAM,2002,2,0
DEORIA,2002,0,0
ETAH,2002,0,0
ETAWAH,2002,0,0
FAIZABAD,2002,0,0
FATEHGARH,2002,0,0
FATEHPUR,2002,0,0
FIROZABAD,2002,0,0
G.R.P.,2002,0,0
GAUTAMBUDH NAGAR,2002,0,0
GHAZIABAD,2002,0,0
GHAZIPUR,2002,0,0
GONDA,2002,0,0
GORAKHPUR,2002,0,0
HAMIRPUR,2002,0,0
HARDOI,2002,0,0
HATHRAS,2002,0,0
J.P.NAGAR,2002,0,0
JALAUN,2002,0,0
JAUNPUR,2002,0,0
JHANSI,2002,0,0
KANNAUJ,2002,0,0
KANPUR DEHAT,2002,0,0
KANPUR NAGAR,2002,0,0
KAUSHAMBI,2002,0,0
KHIRI,2002,0,0
KUSHI NAGAR,2002,0,0
LALITPUR,2002,0,0
LUCKNOW,2002,0,0
MAHARAJGANJ,2002,0,0
MAHOBA,2002,0,0
MAINPURI,2002,0,0
MATHURA,2002,0,0
MAU,2002,0,0
MEERUT,2002,0,0
MIRZAPUR,2002,0,0
MORADABAD,2002,0,0
MUZAFFARNAGAR,2002,0,0
PILIBHIT,2002,1,0
PRATAPGARH,2002,0,0
RAIBAREILLY,2002,0,0
RAMPUR,2002,0,0
SAHARANPUR,2002,0,0
SANT KABIRNAGAR,2002,0,0
SHAHJAHANPUR,2002,0,0
SHRAWASTI,2002,0,0
SIDHARTHNAGAR,2002,0,0
SITAPUR,2002,0,0
SONBHADRA,2002,0,0
ST.RAVIDASNAGAR,2002,0,0
SULTANPUR,2002,0,0
UNNAO,2002,0,0
VARANASI,2002,0,0
TOTAL,2002,4,0
ALMORA,2002,0,0
BAGESHWAR,2002,0,0
CHAMOLI,2002,0,0
CHAMPAWAT,2002,0,0
DEHRADUN,2002,0,0
HARIDWAR,2002,0,0
NAINITAL,2002,0,0
PAURI GARHWAL,2002,0,0
PITHORAGARH,2002,0,0
RUDRA PRAYAG,2002,0,0
TEHRI GARHWAL,2002,0,0
UDHAMSINGH NAGAR,2002,1,0
UTTARKASHI,2002,0,0
TOTAL,2002,1,0
24 PARGANAS NORTH,2002,0,0
24 PARGANAS SOUTH,2002,0,0
ASANSOL,2002,0,0
BANKURA,2002,0,0
BIRBHUM,2002,0,0
BURDWAN,2002,0,0
COOCHBEHAR,2002,0,0
DAKSHIN DINAJPUR,2002,0,0
DARJEELING,2002,0,0
HOOGHLY,2002,0,0
HOWRAH,2002,0,0
HOWRAH CITY,2002,0,0
HOWRAH G.R.P.,2002,0,0
JALPAIGURI,2002,0,0
KHARAGPUR G.R.P.,2002,0,0
KOLKATA,2002,0,0
MALDA,2002,0,0
MURSHIDABAD,2002,0,0
NADIA,2002,0,0
PASCHIM MIDNAPUR,2002,0,0
PURAB MIDNAPUR,2002,0,0
PURULIA,2002,0,0
SEALDAH G.R.P.,2002,0,0
SILIGURI G.R.P.,2002,0,0
UTTAR DINAJPUR,2002,0,0
TOTAL,2002,0,0
ANDAMAN,2002,0,0
NICOBAR,2002,0,0
TOTAL,2002,0,0
CHANDIGARH,2002,0,0
TOTAL,2002,0,0
D and N HAVELI,2002,0,0
TOTAL,2002,0,0
DAMAN,2002,0,0
DIU,2002,0,0
TOTAL,2002,0,0
CENTRAL,2002,0,0
DRP,2002,0,0
EAST,2002,0,0
IGI AIRPORT,2002,0,0
NEW DELHI,2002,0,0
NORTH,2002,0,0
NORTH-EAST,2002,0,0
NORTH-WEST,2002,0,0
SOUTH,2002,0,0
SOUTH-WEST,2002,0,0
SPL CELL,2002,0,0
STF,2002,0,0
WEST,2002,0,0
TOTAL,2002,0,0
LAKSHADWEEP,2002,0,0
TOTAL,2002,0,0
PONDICHERRY,2002,0,0
TOTAL,2002,0,0
ADILABAD,2003,0,0
ANANTAPUR,2003,0,0
CHITTOOR,2003,0,0
CUDDAPAH,2003,0,0
CYBERABAD,2003,0,0
EAST GODAVARI,2003,0,0
GUNTAKAL RLY.,2003,0,0
GUNTUR,2003,0,0
HYDERABAD CITY,2003,0,0
KARIMNAGAR,2003,4,0
KHAMMAM,2003,0,0
KRISHNA,2003,1,0
KURNOOL,2003,0,0
MAHABOOBNAGAR,2003,2,0
MEDAK,2003,0,0
NALGONDA,2003,2,0
NELLORE,2003,0,0
NIZAMABAD,2003,0,0
PRAKASHAM,2003,0,0
RANGA REDDY,2003,0,0
SECUNDERABAD RLY.,2003,0,0
SRIKAKULAM,2003,0,0
VIJAYAWADA,2003,0,0
VIJAYAWADA RLY.,2003,0,0
VISAKHA RURAL,2003,0,0
VISAKHAPATNAM,2003,0,0
VIZIANAGARAM,2003,0,0
WARANGAL,2003,0,0
WEST GODAVARI,2003,0,0
TOTAL,2003,9,0
CHANGLANG,2003,0,0
DIBANG VALLEY,2003,0,0
K/KUMEY,2003,0,0
KAMENG EAST,2003,0,0
KAMENG WEST,2003,0,0
LOHIT,2003,0,0
PAPUM PARE,2003,0,0
SIANG EAST,2003,0,0
SIANG UPPER,2003,0,0
SIANG WEST,2003,0,0
SUBANSIRI LOWER,2003,0,0
SUBANSIRI UPPER,2003,0,0
TAWANG,2003,0,0
TIRAP,2003,0,0
UPPER DIBANG VALLEY,2003,0,0
TOTAL,2003,0,0
BARPETA,2003,0,0
BONGAIGAON,2003,0,0
C.I.D.,2003,0,0
CACHAR,2003,0,0
DARRANG,2003,0,0
DHEMAJI,2003,0,0
DHUBRI,2003,0,0
DIBRUGARH,2003,0,0
G.R.P.,2003,0,0
GOALPARA,2003,0,0
GOLAGHAT,2003,1,0
GUWAHATI CITY,2003,0,0
HAILAKANDI,2003,0,0
JORHAT,2003,0,0
KAMRUP,2003,0,0
KARBI ANGLONG,2003,0,0
KARIMGANJ,2003,0,0
KOKRAJHAR,2003,1,0
LAKHIMPUR,2003,0,0
MORIGAON,2003,0,0
N.C.HILLS,2003,0,0
NAGAON,2003,0,0
NALBARI,2003,0,0
R.P.O.,2003,0,0
SIBSAGAR,2003,0,0
SONITPUR,2003,0,0
TINSUKIA,2003,0,0
TOTAL,2003,2,0
ARARIA,2003,0,0
ARWAL,2003,0,0
AURANGABAD,2003,0,0
BAGAHA,2003,0,0
BANKA,2003,0,0
BEGUSARAI,2003,0,0
BETTIAH,2003,0,0
BHABHUA,2003,0,0
BHAGALPUR,2003,0,0
BHOJPUR,2003,0,0
BUXAR,2003,0,0
DARBHANGA,2003,0,0
GAYA,2003,0,0
GOPALGANJ,2003,0,0
JAMALPUR RLY.,2003,0,0
JAMUI,2003,0,0
JEHANABAD,2003,0,0
KATIHAR,2003,0,0
KATIHAR RLY.,2003,0,0
KHAGARIA,2003,0,0
KISHANGANJ,2003,0,0
LAKHISARAI,2003,1,0
MADHEPURA,2003,0,0
MADHUBANI,2003,0,0
MOTIHARI,2003,0,0
MUNGER,2003,0,0
MUZAFFARPUR,2003,0,0
MUZAFFARPUR RLY.,2003,0,0
NALANDA,2003,0,0
NAUGACHIA,2003,0,0
NAWADAH,2003,0,0
PATNA,2003,0,0
PATNA RLY.,2003,0,0
PURNEA,2003,0,0
ROHTAS,2003,0,0
SAHARSA,2003,0,0
SAMASTIPUR,2003,0,0
SARAN,2003,2,0
SHEIKHPURA,2003,0,0
SHEOHAR,2003,0,0
SITAMARHI,2003,0,0
SIWAN,2003,0,0
SUPAUL,2003,0,0
VAISHALI,2003,0,0
TOTAL,2003,3,0
BALRAMPUR,2003,0,0
BILASPUR,2003,2,0
BIZAPUR,2003,0,0
DANTEWARA,2003,0,0
DHAMTARI,2003,1,0
DURG,2003,2,0
GRP RAIPUR,2003,0,0
JAGDALPUR,2003,1,0
JANJGIR,2003,0,0
JASHPUR,2003,1,0
KABIRDHAM,2003,0,0
KANKER,2003,5,9
KORBA,2003,0,0
KORIYA,2003,0,0
MAHASAMUND,2003,1,0
NARAYANPUR,2003,0,0
RAIGARH,2003,0,0
RAIPUR,2003,0,0
RAJNANDGAON,2003,0,0
SARGUJA,2003,0,0
TOTAL,2003,13,9
NORTH GOA,2003,0,0
SOUTH GOA,2003,0,0
TOTAL,2003,0,0
AHMEDABAD COMMR.,2003,0,0
AHMEDABAD RURAL,2003,0,0
AHWA-DANG,2003,0,0
AMRELI,2003,0,0
ANAND,2003,1,0
BHARUCH,2003,1,0
BHAVNAGAR,2003,0,0
DAHOD,2003,0,7
GANDHINAGAR,2003,0,0
HIMATNAGAR,2003,0,0
JAMNAGAR,2003,0,0
JUNAGADH,2003,0,0
KHEDA NORTH,2003,0,0
KUTCH,2003,1,0
MEHSANA,2003,0,0
NARMADA,2003,0,0
NAVSARI,2003,0,0
PALANPUR,2003,1,0
PANCHMAHAL,2003,0,0
PATAN,2003,0,0
PORBANDAR,2003,0,0
RAJKOT COMMR.,2003,1,0
RAJKOT RURAL,2003,0,0
SURAT COMMR.,2003,0,0
SURAT RURAL,2003,0,0
SURENDRANAGAR,2003,0,0
VADODARA COMMR.,2003,0,0
VADODARA RURAL,2003,0,0
VALSAD,2003,0,0
W.RLY,2003,0,0
TOTAL,2003,5,7
AMBALA,2003,0,0
BHIWANI,2003,0,0
FARIDABAD,2003,0,0
FATEHABAD,2003,0,0
GRP,2003,0,0
GURGAON,2003,0,0
HISSAR,2003,0,0
JHAJJAR,2003,0,0
JIND,2003,0,0
KAITHAL,2003,0,0
KARNAL,2003,0,0
KURUKSHETRA,2003,0,0
MAHENDRAGARH,2003,0,0
PANCHKULA,2003,0,0
PANIPAT,2003,0,0
REWARI,2003,0,0
ROHTAK,2003,0,0
SIRSA,2003,0,0
SONIPAT,2003,0,0
YAMUNANAGAR,2003,0,0
TOTAL,2003,0,0
BILASPUR,2003,0,0
CHAMBA,2003,0,0
G.R.P.,2003,0,0
HAMIRPUR,2003,0,0
KANGRA,2003,0,0
KINNAUR,2003,0,1
KULLU,2003,0,0
LAHAUL-SPITI,2003,1,0
MANDI,2003,0,0
SHIMLA,2003,0,0
SIRMAUR,2003,0,0
SOLAN,2003,0,0
UNA,2003,0,0
TOTAL,2003,1,1
ANANTNAG,2003,0,0
AWANTIPORA,2003,0,0
BARAMULLA,2003,0,0
BORDER,2003,0,0
BUDGAM,2003,0,0
CRIME JAMMU,2003,0,0
CRIME SRINAGAR,2003,0,0
DODA,2003,0,0
GANDERBAL,2003,0,0
HANDWARA,2003,0,0
JAMMU,2003,0,0
KARGIL,2003,0,0
KATHUA,2003,0,0
KULGAM,2003,0,0
KUPWARA,2003,0,0
LEH,2003,0,0
POONCH,2003,0,0
PULWAMA,2003,0,0
RAILWAYS,2003,0,0
RAJOURI,2003,0,0
RAMBAN,2003,0,0
REASI,2003,0,0
SRINAGAR,2003,0,0
UDHAMPUR,2003,0,0
TOTAL,2003,0,0
BOKARO,2003,0,0
CHAIBASA,2003,0,0
CHATRA,2003,0,0
DEOGHAR,2003,0,0
DHANBAD,2003,0,0
DHANBAD RLY.,2003,0,0
DUMKA,2003,0,0
GARHWA,2003,0,0
GIRIDIH,2003,1,0
GODDA,2003,0,0
GUMLA,2003,0,0
HAZARIBAGH,2003,0,0
JAMSHEDPUR,2003,0,0
JAMSHEDPUR RLY.,2003,0,0
JAMTARA,2003,1,0
KODERMA,2003,0,0
LATEHAR,2003,0,0
LOHARDAGGA,2003,0,0
PAKUR,2003,1,0
PALAMU,2003,0,0
RANCHI,2003,0,0
SAHEBGANJ,2003,7,0
SARAIKELA,2003,0,0
SIMDEGA,2003,22,0
TOTAL,2003,32,0
BAGALKOT,2003,0,0
BANGALORE COMMR.,2003,0,0
BANGALORE RURAL,2003,0,0
BELGAUM,2003,0,0
BELLARY,2003,0,0
BIDAR,2003,0,0
BIJAPUR,2003,0,0
CHAMARAJNAGAR,2003,0,0
CHICKMAGALUR,2003,0,0
CHITRADURGA,2003,0,0
DAKSHIN KANNADA,2003,0,0
DAVANAGERE,2003,0,0
DHARWAD COMMR.,2003,0,0
DHARWAD RURAL,2003,1,0
GADAG,2003,0,0
GULBARGA,2003,1,0
HASSAN,2003,0,0
HAVERI,2003,0,0
K.G.F.,2003,0,0
KODAGU,2003,1,0
KOLAR,2003,0,0
KOPPAL,2003,0,0
MANDYA,2003,0,0
MYSORE COMMR.,2003,0,0
MYSORE RURAL,2003,0,0
RAICHUR,2003,2,0
RAILWAYS,2003,0,0
SHIMOGA,2003,0,0
TUMKUR,2003,0,0
UDUPI,2003,0,0
UTTAR KANNADA,2003,0,0
TOTAL,2003,5,0
ALAPUZHA,2003,0,0
CBCID,2003,0,0
ERNAKULAM COMMR.,2003,0,0
ERNAKULAM RURAL,2003,0,0
IDUKKI,2003,0,0
KANNUR,2003,0,0
KASARGOD,2003,0,0
KOLLAM,2003,0,0
KOTTAYAM,2003,0,0
KOZHIKODE COMMR.,2003,0,0
KOZHIKODE RURAL,2003,0,0
MALAPPURAM,2003,0,0
PALAKKAD,2003,0,0
PATHANAMTHITTA,2003,0,0
RAILWAYS,2003,0,0
THRISSUR,2003,0,0
TRIVANDRUM COMMR.,2003,0,0
TRIVANDRUM RURAL,2003,0,0
WAYANADU,2003,0,0
TOTAL,2003,0,0
ANUPPUR,2003,0,0
ASHOK NAGAR,2003,0,0
BALAGHAT,2003,0,0
BARWANI,2003,2,0
BETUL,2003,4,0
BHIND,2003,0,0
BHOPAL,2003,0,0
BHOPAL RLY.,2003,0,0
BURHANPUR,2003,0,0
CHHATARPUR,2003,0,0
CHHINDWARA,2003,0,0
DAMOH,2003,0,0
DATIYA,2003,0,0
DEWAS,2003,0,0
DHAR,2003,5,0
DINDORI,2003,2,0
GUNA,2003,1,0
GWALIOR,2003,0,0
HARDA,2003,0,0
HOSHANGABAD,2003,2,0
INDORE,2003,1,0
INDORE RLY.,2003,0,0
JABALPUR,2003,0,0
JABALPUR RLY.,2003,0,0
JHABUA,2003,0,0
KATNI,2003,0,0
KHANDWA,2003,2,0
KHARGON,2003,0,0
MANDLA,2003,3,0
MANDSAUR,2003,0,0
MORENA,2003,0,0
NARSINGHPUR,2003,1,0
NEEMUCH,2003,0,0
PANNA,2003,1,0
RAISEN,2003,0,0
RAJGARH,2003,1,0
RATLAM,2003,0,0
REWA,2003,0,0
SAGAR,2003,0,0
SATNA,2003,0,0
SEONI,2003,1,0
SHAHDOL,2003,1,0
SHAJAPUR,2003,0,0
SHEOPUR,2003,1,0
SHIVPURI,2003,1,0
SIDHI,2003,3,0
SIHORE,2003,1,0
TIKAMGARH,2003,0,0
UJJAIN,2003,0,0
UMARIYA,2003,1,0
VIDISHA,2003,0,0
TOTAL,2003,34,0
AHMEDNAGAR,2003,0,0
AKOLA,2003,0,0
AMRAVATI COMMR.,2003,0,0
AMRAVATI RURAL,2003,0,0
AURANGABAD COMMR.,2003,0,0
AURANGABAD RURAL,2003,0,0
BEED,2003,0,0
BHANDARA,2003,0,0
BULDHANA,2003,1,0
CHANDRAPUR,2003,0,0
DHULE,2003,0,0
GADCHIROLI,2003,0,0
GONDIA,2003,0,0
HINGOLI,2003,0,0
JALGAON,2003,0,0
JALNA,2003,1,0
KOLHAPUR,2003,0,0
LATUR,2003,0,0
MUMBAI,2003,0,0
MUMBAI RLY.,2003,0,0
NAGPUR COMMR.,2003,0,0
NAGPUR RLY.,2003,0,0
NAGPUR RURAL,2003,0,0
NANDED,2003,0,0
NANDURBAR,2003,1,0
NASIK COMMR.,2003,0,0
NASIK RURAL,2003,1,0
NAVI MUMBAI,2003,0,0
OSMANABAD,2003,1,0
PARBHANI,2003,0,0
PUNE COMMR.,2003,0,0
PUNE RLY.,2003,0,0
PUNE RURAL,2003,2,0
RAIGAD,2003,0,0
RATNAGIRI,2003,0,0
SANGLI,2003,0,0
SATARA,2003,0,0
SINDHUDURG,2003,0,0
SOLAPUR COMMR.,2003,0,0
SOLAPUR RURAL,2003,0,0
THANE COMMR.,2003,0,0
THANE RURAL,2003,0,0
WARDHA,2003,0,0
WASHIM,2003,0,0
YAVATMAL,2003,1,0
TOTAL,2003,8,0
BISHNUPUR,2003,0,0
CHANDEL,2003,0,0
CHURACHANDPUR,2003,0,0
IMPHAL(EAST),2003,1,0
IMPHAL(WEST),2003,1,0
SENAPATI,2003,0,0
TAMENGLONG,2003,0,0
THOUBAL,2003,0,0
UKHRUL,2003,0,0
TOTAL,2003,2,0
GARO HILLS EAST,2003,0,0
GARO HILLS SOUTH,2003,0,0
GARO HILLS WEST,2003,0,0
JAINTIA HILLS,2003,0,0
KHASI HILLS EAST,2003,0,0
KHASI HILLS WEST,2003,0,0
RI-BHOI,2003,0,0
TOTAL,2003,0,0
AIZAWL,2003,0,0
CHAMPHAI,2003,0,0
KOLASIB,2003,0,0
LAWNGTLAI,2003,0,0
LUNGLEI,2003,0,0
